H0,H1,date,alias
What are the quarantine rules for Spain and its islands?,,2020-07-26,bbcnews
Where can I still take a foreign holiday this summer?,,2020-07-26,bbcnews
How many confirmed cases are there in your area?,,2020-07-26,bbcnews
What are my holiday travel and insurance rights?,,2020-07-26,bbcnews
False and misleading claims about the hunt for a vaccine,,2020-07-26,bbcnews
The papers: 'Costa del Quarantine' and princes' 'bitter rift',,2020-07-26,bbcnews
Dogs with backpacks regrowing forests,,2020-07-26,bbcnews
The science behind why doughnuts are so hard to resist,,2020-07-26,bbcnews
Saving India's traditional rice,,2020-07-26,bbcnews
Paris takes on bikers' noise,,2020-07-26,bbcnews
What would remote working in Barbados really be like?,,2020-07-26,bbcnews
Trading: 'I didn't know I'd lose money so fast',,2020-07-26,bbcnews
'America's the world leader in not getting it together',,2020-07-26,bbcnews
The country where black people are called slaves,,2020-07-26,bbcnews
No end to Covid-19 webcam shortage,,2020-07-26,bbcnews
Cycling fan's Tour de My Back Garden,,2020-07-26,bbcnews
'Heroic' sniffer dog given Speaker's chair,,2020-07-26,bbcnews
The lockdown film shot in a downstairs dusty flat,,2020-07-26,bbcnews
'We've lost 20k saved for dream wedding',,2020-07-26,bbcnews
How Ennis-Hill won a nation's heart  the inside story,,2020-07-26,bbcnews
'I can't wait to be back on the squat rack',,2020-07-26,bbcnews
Rebekah Vardy 'suicidal' over Coleen Rooney claims,,2020-07-26,bbcnews
Sharks 'extinct' in 20% of coral reefs,,2020-07-26,bbcnews
Liam Payne listens to One Direction 'when drunk',,2020-07-26,bbcnews
Viagogo denies withholding refunds,,2020-07-26,bbcnews
"How to watch, listen to & follow Premier League final day",,2020-07-26,bbcnews
Revealed: Your top Premier League moments of 2019-20,,2020-07-26,bbcnews
Broad traps Windies captain Holder lbw,,2020-07-26,bbcnews
Watch: British Tour - women's doubles quarter-finals,,2020-07-26,bbcnews
The funniest moments from this season's Honesty Cards,,2020-07-26,bbcnews
Fan Tales: Barmy Army support like a '12th man' for the England team,,2020-07-26,bbcnews
"Coronavirus updates: Global cases tops 16 million, was 15 million only 4 days ago",,2020-07-26,abcnews
"The total number of deaths globally now stands at 644,556.",,2020-07-26,abcnews
Parents agonize over back-to-school decisions amid pandemic,,2020-07-26,abcnews
"Mnuchin: Virus aid package soon, $1,200 checks by August",,2020-07-26,abcnews
Americans near the end of $600 unemployment lifeline,,2020-07-26,abcnews
Beachgoers in Spain practice social distancing,,2020-07-26,abcnews
Portland protesters breach fence around federal courthouse,,2020-07-26,abcnews
Portland struggles with liberal identity under nation's gaze,,2020-07-26,abcnews
"For racial justice protests, US taps tactical border squads",,2020-07-26,abcnews
Trump signs 4 executive orders on lowering drug prices,,2020-07-26,abcnews
Trump awards Olympic runner with Presidential Medal of Freedom,,2020-07-26,abcnews
Trump cancels Florida portion of GOP convention,,2020-07-26,abcnews
100 days out: Biden faces crucial stretch of 2020 campaign,,2020-07-26,abcnews
Trump campaign moving forward with opening centers for community of color coalitions,,2020-07-26,abcnews
Democrats show signs of outpacing Republicans in mail voting,,2020-07-26,abcnews
Vos downplay risks of reopening schools: FACT CHECK,,2020-07-26,abcnews
"As VP search enters final stages, many look at Biden's relationship with Susan Rice",,2020-07-26,abcnews
Sen. Tom Cotton bill would prohibit federal funding for teaching The 1619 Project,,2020-07-26,abcnews
Democrats knock Republicans for 'disarray' over expiring unemployment benefits,,2020-07-26,abcnews
Grath pitches 'public service' in bid to unseat Mitch Mc,,2020-07-26,abcnews
Biden holds early edge in ABC News Electoral College race ratings: ANALYSIS,,2020-07-26,abcnews
Trump keeps bragging about acing simple test used to detect mental impairment,,2020-07-26,abcnews
Competing protesters converge on Breonna Taylor's hometown,,2020-07-26,abcnews
3 members of armed militia shot at Breonna Taylor protest,,2020-07-26,abcnews
The late Rep. John Lewis remembered in his hometown,,2020-07-26,abcnews
Mass gatherings in June reshaped fight with coronavirus,,2020-07-26,abcnews
Reopened for business: Here's how states responded to coronavirus in May,,2020-07-26,abcnews
Economy vs. death: How April shaped Americas coronavirus response,,2020-07-26,abcnews
How did we get here? Americans' response to coronavirus in March,,2020-07-26,abcnews
Should you wear gloves while you grocery shop?,,2020-07-26,abcnews
Coronavirus testing in the US,,2020-07-26,abcnews
Timeline: Trumps response to the coronavirus pandemic,,2020-07-26,abcnews
How can antibodies be used to treat COVID-19: Blood plasma explained,,2020-07-26,abcnews
PPE shortage: How did it happen?,,2020-07-26,abcnews
Church volunteer admits to arson attack on French cathedral,,2020-07-26,abcnews
North Korea locks down border city over suspected virus case,,2020-07-26,abcnews
"Humans may have arrived in Americas much earlier than thought, research shows",,2020-07-26,abcnews
Black Lives Matter: A movement in photos,,2020-07-26,abcnews
"PHOTOS: Death of George Floyd sparks widespread outcry, protests",,2020-07-26,abcnews
Luck? Genetics? Italian island spared from COVID outbreak,,2020-07-26,abcnews
A day fighting the coronavirus: US hospital staff share hardest moments on shift,,2020-07-26,abcnews
Breaking down the COVID-19 death rate in the US,,2020-07-26,abcnews
ER doctor who survived COVID-19 reunites with family after 3-month battle,,2020-07-26,abcnews
Arrests and clashes follow anti-Netanyahu protests in Israel,,2020-07-26,abcnews
"Portland protests, Russian wildfires, a royal knighthood: This Week In Pictures",,2020-07-26,abcnews
Spain takes aim at nightclubs and beaches as virus rebounds,,2020-07-26,abcnews
The return of baseball and potential for youth arm injuries,,2020-07-26,abcnews
Stuck at home? Learn a new language with Rosetta Stone and get more cool apps on sale,,2020-07-26,abcnews
Models accuse fashion industry of 'falsely portraying inclusivity' amid BLM,,2020-07-26,abcnews
Prince Harry and Meghan sue over drone photos of son Archie,,2020-07-26,abcnews
Dave Franco on 'The Rental': 'My paranoia has reached its peak since filming',,2020-07-26,abcnews
"Virus-shadowed Emmy nods could bring surprises, diversity",,2020-07-26,abcnews
Marlon Wayans mourns the loss of his family's matriarch in touching post,,2020-07-26,abcnews
Bron James' charity to pay fines for former felons looking to vote,,2020-07-26,abcnews
"Demi Lovato reflects on her 'miracle day,' when doctors saved her life",,2020-07-26,abcnews
Depp's lawyers play video showing Heard 'attacked' sister,,2020-07-26,abcnews
"Bron James demands justice for Breonna Taylor, calls Black Lives Matter 'lifestyle'",,2020-07-26,abcnews
Britney Spears reveals her favorite Disney movie,,2020-07-26,abcnews
Watch Bindi Irwin's video message about spreading love on her 22nd birthday,,2020-07-26,abcnews
This mom's daily affirmations with her 3-year-old daughter will inspire you,,2020-07-26,abcnews
Dave Franco to play young Vanilla Ice in new movie,,2020-07-26,abcnews
Not's Mega Savings Event: How to get up to 20% cash back,,2020-07-26,abcnews
These adorable twin boys bring joy online through their viral Instagram account,,2020-07-26,abcnews
Will Halloween be canceled? What costumes will be appropriate amid racial reckoning,,2020-07-26,abcnews
"Taylor Swift releases new album, 'Folklore,' and video for 'Cardigan'",,2020-07-26,abcnews
'This Is Us' star Chrissy Metz solidifies her country career with Opry debut,,2020-07-26,abcnews
"Meet Ciara and Russell Wilson's newborn son, Win",,2020-07-26,abcnews
Christina Aguilera shares rare photos of 12-year-old son on vacation,,2020-07-26,abcnews
'DWTS' pro announces she's pregnant with her 1st child,,2020-07-26,abcnews
Blake Shelton and Gwen Stefani drop whimsical duet 'Happy Anywhere',,2020-07-26,abcnews
Review: Another dull go-around with The Kissing Booth 2,,2020-07-26,abcnews
'GMA' Deals and Steals to pamper yourself,,2020-07-26,abcnews
"Regis Philbin, C.T. Vivian, John Lewis and other notable people who died in 2020",,2020-07-26,abcnews
American civil rights leader and activist John Lewis,,2020-07-26,abcnews
Photos: Comet NEOWISE lights up the night sky,,2020-07-26,abcnews
Schools in the time of the coronavirus pandemic,,2020-07-26,abcnews
PHOTOS: Coronavirus outbreak sparks global health emergency,,2020-07-26,abcnews
Hanna weakens to Tropical Storm,,2020-07-26,abcnews
Legendary television host Regis Philbin dead at 88,,2020-07-26,abcnews
Man dies in police-involved shooting,,2020-07-26,abcnews
Angry passengers fight at airport gate,,2020-07-26,abcnews
Teen gets life in prison for 2019 school shooting,,2020-07-26,abcnews
GOP gov goes against party on anti-LGBTQ policy,,2020-07-26,abcnews
Courthouse set on fire during protest,,2020-07-26,abcnews
"Bodies of mother, 2 infants found in car in pond",,2020-07-26,abcnews
Man fatally shot at protest in Texas,,2020-07-26,abcnews
Christian group pushes out Yoho after AOC incident,,2020-07-26,abcnews
Multiple injuries in Utah plane crash,,2020-07-26,abcnews
Sinclair pulls show over Fauci conspiracy theory,,2020-07-26,abcnews
Man charged in students' death to stand trial,,2020-07-26,abcnews
Visitors missing after attack in Puerto Vallarta,,2020-07-26,abcnews
UN: Anti-Pakistan militants in Afghanistan,,2020-07-26,abcnews
S. Korean baseball fans back in stands amid COVID,,2020-07-26,abcnews
"Putin attends naval parade, promises new ships",,2020-07-26,abcnews
Head of Italy region probed for COVID supplies,,2020-07-26,abcnews
US Supreme Court denies Nevada church's appeal,,2020-07-26,abcnews
Amazon indigenous leader Raoni recovering,,2020-07-26,abcnews
Police probe minister after killing of journalist,,2020-07-26,abcnews
Brazil president says he tested negative for virus,,2020-07-26,abcnews
Court backs expulsion of far-right party member,,2020-07-26,abcnews
UK puts Spain back on COVID-19 unsafe country list,,2020-07-26,abcnews
Panel recommends Lee statue removal at US Capitol,,2020-07-26,abcnews
"S. Korea reports case spike, US states tighten up",,2020-07-26,abcnews
Judge blocks law banning police pepper spray use,,2020-07-26,abcnews
Russia denies accusations of weapon test in space,,2020-07-26,abcnews
Gazans defy taboos to rescue stray animals,,2020-07-26,abcnews
Thousands in Puerto Rico still homeless from Maria,,2020-07-26,abcnews
Abortion critics urge Dems to change platform,,2020-07-26,abcnews
Barred presidential candidate flees Belarus,,2020-07-26,abcnews
Timelapse footage captures ominous storm clouds,,2020-07-26,abcnews
Vehicles carefully push through a flooded tunnel,,2020-07-26,abcnews
Huge storm lights up Washington sky,,2020-07-26,abcnews
White rhino welcomes baby at Monarto Safari Park,,2020-07-26,abcnews
Fires and Pepper Spray in Seattle as Police Protests Widen Across U.S.,"From Los Angeles to New York, protesters marched in a show of solidarity with demonstrations in Portland, Ore. In Seattle, they smashed windows and set fires. A shooting at a protest in Austin, Texas, left one man dead.",2020-07-26,nytimes
"You Do the Right Things, and Still You Get It","A Texas family tried to ward off the virus. But as cases in the state soared and debates about masks and distancing raged, there was only so much they could control.",2020-07-26,nytimes
"Empty Towers, No Power Lunches: Ghostly Midtown Is Omen for N.Y.C.","7,500 workers are missing from a famous building. A food cart sells 10 hot dogs a day. The viruss effect on one block could be a vision of the citys future.",2020-07-26,nytimes
